index,time
2962,2020-07-24 16:48:19.331
2963,2020-07-24 16:48:19.711
2964,2020-07-24 16:48:24.009
2965,2020-07-24 16:49:03.426
2966,2020-07-24 16:49:39.654
2967,2020-07-24 16:49:41.040
2968,2020-07-24 16:49:50.072
2969,2020-07-24 16:50:01.656
2970,2020-07-24 16:50:16.637
2971,2020-07-24 16:50:20.635
2972,2020-07-24 16:50:49.131
2973,2020-07-24 16:51:14.569
2974,2020-07-24 16:51:15.590
2975,2020-07-24 16:51:32.202
2976,2020-07-24 16:52:04.547
2977,2020-07-24 16:53:31.248
2978,2020-07-24 16:54:30.218
2979,2020-07-24 16:55:16.672
2980,2020-07-24 16:55:30.792
2981,2020-07-24 16:55:34.422
2982,2020-07-24 16:55:35.012
2983,2020-07-24 16:56:00.039
2984,2020-07-24 16:56:48.568
2985,2020-07-24 16:56:59.640
2986,2020-07-24 16:57:11.448
2987,2020-07-24 16:57:37.014
2988,2020-07-24 16:57:43.900
2989,2020-07-24 16:57:56.579
2990,2020-07-24 16:57:57.173
2991,2020-07-24 16:58:18.394
2992,2020-07-24 16:58:36.957
2993,2020-07-24 16:58:43.393
2994,2020-07-24 16:58:50.154
2995,2020-07-24 16:58:57.886
2996,2020-07-24 16:59:17.312
2997,2020-07-24 17:01:50.553
2998,2020-07-24 17:02:01.220
2999,2020-07-24 17:02:04.028
3000,2020-07-24 17:02:32.053
3001,2020-07-24 17:02:32.117
3002,2020-07-24 17:02:55.467
3003,2020-07-24 17:02:56.252
3004,2020-07-24 17:03:36.347
3005,2020-07-24 17:03:56.662
3006,2020-07-24 17:04:01.399
3007,2020-07-24 17:05:02.168
3008,2020-07-24 17:05:18.919
3009,2020-07-24 17:05:23.037
3010,2020-07-24 17:05:37.847
3011,2020-07-24 17:05:54.147
3012,2020-07-24 17:06:28.160
3013,2020-07-24 17:06:54.056
3014,2020-07-24 17:07:05.086
3015,2020-07-24 17:07:26.011
3016,2020-07-24 17:07:29.050
3017,2020-07-24 17:09:02.713
3018,2020-07-24 17:09:45.318
3019,2020-07-24 17:10:04.894
3020,2020-07-24 17:10:09.121
3021,2020-07-24 17:10:15.233
3022,2020-07-24 17:10:25.334
3023,2020-07-24 17:10:26.814
3024,2020-07-24 17:10:28.413
3025,2020-07-24 17:10:32.400
3026,2020-07-24 17:10:54.710
3027,2020-07-24 17:10:56.951
3028,2020-07-24 17:11:15.380
3029,2020-07-24 17:11:28.412
3030,2020-07-24 17:11:53.702
3031,2020-07-24 17:12:13.268
3032,2020-07-24 17:12:36.360
3033,2020-07-24 17:13:01.477
3034,2020-07-24 17:13:11.204
3035,2020-07-24 17:13:12.102
3036,2020-07-24 17:13:13.056
3037,2020-07-24 17:13:34.638
3038,2020-07-24 17:14:17.506
3039,2020-07-24 17:14:28.071
3040,2020-07-24 17:14:35.454
3041,2020-07-24 17:14:39.024
3042,2020-07-24 17:14:47.170
3043,2020-07-24 17:15:01.104
3044,2020-07-24 17:15:07.132
3045,2020-07-24 17:16:00.546
3046,2020-07-24 17:16:08.324
3047,2020-07-24 17:16:20.230
3048,2020-07-24 17:16:30.124
3049,2020-07-24 17:16:38.718
3050,2020-07-24 17:16:55.673
3051,2020-07-24 17:17:05.790
3052,2020-07-24 17:17:08.579
3053,2020-07-24 17:17:21.637
3054,2020-07-24 17:17:44.635
3055,2020-07-24 17:17:59.721
3056,2020-07-24 17:18:01.439
3057,2020-07-24 17:18:02.364
3058,2020-07-24 17:18:08.368
3059,2020-07-24 17:18:41.047
3060,2020-07-24 17:18:56.154
3061,2020-07-24 17:19:44.629
